Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
fde57,9.6,low fat,0.036490369,fruits and vegetables,140.8154,out017,2007,medium,tier 2,supermarket type1,1843.6002
fdg05,11.0,regular,0.088025298,frozen foods,158.063,out045,2002,medium,tier 2,supermarket type1,2659.8709999999996
fdi09,20.75,regular,0.129864461,seafood,240.188,out018,2009,medium,tier 3,supermarket type2,5992.2
drd12,12.857645184135976,low fat,0.0,soft drinks,89.4146,out027,1985,medium,tier 3,supermarket type3,2645.2234
fdd02,16.6,low fat,0.084176826,canned,118.0124,out010,1998,medium,tier 3,grocery store,592.562
fdi36,12.5,regular,0.062343432000000004,baking goods,199.7426,out046,1997,small,tier 1,supermarket type1,593.2278
drk39,7.02,low fat,0.049942926,dairy,82.425,out049,1999,medium,tier 1,supermarket type1,1414.825
fdh44,19.1,reg,0.025867261000000003,fruits and vegetables,147.6418,out035,2004,small,tier 2,supermarket type1,1471.418
fds56,5.785,regular,0.038817121,fruits and vegetables,262.6252,out049,1999,medium,tier 1,supermarket type1,524.6504
drj59,11.65,low fat,0.01941154,hard drinks,40.3164,out045,2002,medium,tier 2,supermarket type1,502.0132
nca30,19.0,low fat,0.216478153,household,190.1872,out010,1998,medium,tier 3,grocery store,567.2616
fdf17,5.19,low fat,0.042707323,frozen foods,197.81099999999998,out045,2002,medium,tier 2,supermarket type1,2946.165
ncx18,14.15,low fat,0.0,household,196.31099999999998,out046,1997,small,tier 1,supermarket type1,3338.987
nco53,16.2,low fat,0.175898114,health and hygiene,183.7608,out018,2009,medium,tier 3,supermarket type2,2940.1728
fdt23,7.72,reg,0.074847665,breads,78.8986,out049,1999,medium,tier 1,supermarket type1,623.1888
ncj19,18.6,low fat,0.118180011,others,56.2588,out046,1997,small,tier 1,supermarket type1,1030.6584
fdi05,8.35,regular,0.127587344,frozen foods,76.5354,out017,2007,medium,tier 2,supermarket type1,1805.6496
ncj19,18.6,low fat,0.19780911,others,55.6588,out010,1998,medium,tier 3,grocery store,114.5176
ncs29,12.857645184135976,lf,0.069208684,health and hygiene,264.0884,out027,1985,medium,tier 3,supermarket type3,4504.8028
ncc06,19.0,low fat,0.026963908999999998,household,129.8336,out013,1987,high,tier 3,supermarket type1,3451.5072
fdj12,8.895,regular,0.039261947,baking goods,207.4296,out017,2007,medium,tier 2,supermarket type1,2492.7552
fdw48,18.0,low fat,0.008533716,baking goods,78.5618,out013,1987,high,tier 3,supermarket type1,402.809
fdx32,15.1,regular,0.100423086,fruits and vegetables,144.7786,out017,2007,medium,tier 2,supermarket type1,2600.6148
fdh02,12.857645184135976,regular,0.0,canned,91.8488,out027,1985,medium,tier 3,supermarket type3,2716.4640000000004
fdd16,20.5,low fat,0.036353098,frozen foods,75.8696,out046,1997,small,tier 1,supermarket type1,2386.2272
fdr09,12.857645184135976,low fat,0.077348214,snack foods,259.7962,out027,1985,medium,tier 3,supermarket type3,8028.8822
fdb32,20.6,low fat,0.023548476000000002,fruits and vegetables,93.3778,out018,2009,medium,tier 3,supermarket type2,1314.2892
fdp11,15.85,low fat,0.069043044,breads,218.7166,out013,1987,high,tier 3,supermarket type1,4136.6154
fdg09,20.6,regular,0.048010812,fruits and vegetables,187.7556,out049,1999,medium,tier 1,supermarket type1,3004.0896
fdf21,10.3,regular,0.05877842900000001,fruits and vegetables,187.85299999999998,out013,1987,high,tier 3,supermarket type1,2656.542
ncj19,12.857645184135976,low fat,0.117607719,others,55.2588,out027,1985,medium,tier 3,supermarket type3,2748.4224
fdy03,17.6,regular,0.127412338,meat,111.3202,out010,1998,medium,tier 3,grocery store,337.5606
fdk58,11.35,regular,0.044945123,snack foods,101.0016,out013,1987,high,tier 3,supermarket type1,2631.2416
fdc26,10.195,low fat,0.126579586,canned,112.2886,out049,1999,medium,tier 1,supermarket type1,2557.3378
fdn15,17.5,low fat,0.016802225,meat,138.518,out018,2009,medium,tier 3,supermarket type2,2376.906
drh11,12.857645184135976,low fat,0.075192072,hard drinks,56.0614,out027,1985,medium,tier 3,supermarket type3,2597.2858
nck17,11.0,low fat,0.03786331,health and hygiene,40.948,out013,1987,high,tier 3,supermarket type1,319.584
drc01,5.92,regular,0.019200003,soft drinks,47.7692,out046,1997,small,tier 1,supermarket type1,492.69199999999995
fdd03,13.3,low fat,0.07979117599999999,dairy,232.73,out035,2004,small,tier 2,supermarket type1,2796.36
ncy17,18.2,low fat,0.16334971,health and hygiene,45.1086,out049,1999,medium,tier 1,supermarket type1,669.1289999999999
dry23,9.395,regular,0.109265987,soft drinks,42.3112,out049,1999,medium,tier 1,supermarket type1,980.0576
fdt50,6.75,regular,0.10821852,dairy,96.3752,out035,2004,small,tier 2,supermarket type1,1342.2528
fdc38,15.7,low fat,0.122392031,canned,133.1942,out013,1987,high,tier 3,supermarket type1,2782.3782
ncn06,8.39,low fat,0.20168772,household,162.8868,out010,1998,medium,tier 3,grocery store,327.5736
fdp56,12.857645184135976,low fat,0.046259035999999996,fruits and vegetables,47.4692,out027,1985,medium,tier 3,supermarket type3,1576.6144
fdw34,9.6,low fat,0.035651291,snack foods,244.917,out045,2002,medium,tier 2,supermarket type1,2916.204
fdu07,11.1,low fat,0.059835659000000006,fruits and vegetables,151.3366,out035,2004,small,tier 2,supermarket type1,3022.732
nco55,12.8,lf,0.09140807599999999,others,108.9938,out018,2009,medium,tier 3,supermarket type2,1071.938
fdl16,12.85,low fat,0.169405699,frozen foods,46.106,out017,2007,medium,tier 2,supermarket type1,792.302
fdt59,13.65,low fat,0.015943701,breads,231.9668,out045,2002,medium,tier 2,supermarket type1,3225.1352
drf01,12.857645184135976,low fat,0.174232377,soft drinks,146.6102,out027,1985,medium,tier 3,supermarket type3,1895.5326
ncs06,7.935,low fat,0.031801103,household,261.591,out045,2002,medium,tier 2,supermarket type1,3155.8920000000003
fdy13,12.857645184135976,low fat,0.052749199000000004,canned,74.967,out019,1985,small,tier 1,grocery store,229.701
drf36,16.1,low fat,0.039463564,soft drinks,189.9846,out010,1998,medium,tier 3,grocery store,191.0846
fdv10,7.645,regular,0.0,snack foods,41.8112,out046,1997,small,tier 1,supermarket type1,894.8352
fde09,8.775,low fat,0.036159635,fruits and vegetables,110.7228,out010,1998,medium,tier 3,grocery store,331.5684
fdc20,10.65,low fat,0.024020077999999997,fruits and vegetables,57.2272,out045,2002,medium,tier 2,supermarket type1,1174.4712
fdi58,7.64,regular,0.071104408,snack foods,95.012,out017,2007,medium,tier 2,supermarket type1,1864.24
fdi56,7.325,low fat,0.093913607,fruits and vegetables,93.2146,out017,2007,medium,tier 2,supermarket type1,1733.0774
nci17,8.645,low fat,0.144006886,health and hygiene,94.741,out018,2009,medium,tier 3,supermarket type2,1061.951
nce19,8.97,low fat,0.09315923300000001,household,55.7956,out049,1999,medium,tier 1,supermarket type1,1037.3164
fda26,12.857645184135976,regular,0.129425145,dairy,219.3482,out019,1985,small,tier 1,grocery store,219.0482
fdr01,5.405,regular,0.053839714000000004,canned,198.6742,out018,2009,medium,tier 3,supermarket type2,2388.8904
fdc32,12.857645184135976,low fat,0.09862906199999999,fruits and vegetables,90.6462,out027,1985,medium,tier 3,supermarket type3,2406.2012
fdf11,10.195,regular,0.017658634,starchy foods,240.1538,out049,1999,medium,tier 1,supermarket type1,1442.1228
fdh46,6.935,regular,0.041282286,snack foods,103.5332,out046,1997,small,tier 1,supermarket type1,1230.3984
fdy33,12.857645184135976,regular,0.170186628,snack foods,159.0262,out019,1985,small,tier 1,grocery store,159.1262
drg23,8.88,low fat,0.086781204,hard drinks,152.2682,out046,1997,small,tier 1,supermarket type1,1829.6184
fdy04,12.857645184135976,regular,0.042270750999999995,frozen foods,162.52100000000002,out027,1985,medium,tier 3,supermarket type3,4567.388
fde26,9.3,low fat,0.089186275,canned,145.3786,out045,2002,medium,tier 2,supermarket type1,2745.0934
ncu42,9.0,low fat,0.019502965,household,169.4474,out035,2004,small,tier 2,supermarket type1,4211.185
nco42,21.25,lf,0.024650932,household,146.0102,out035,2004,small,tier 2,supermarket type1,2916.204
fdu25,12.35,low fat,0.026722744,canned,59.2246,out049,1999,medium,tier 1,supermarket type1,984.7182
fdw02,12.857645184135976,regular,0.037516862000000005,dairy,124.3704,out027,1985,medium,tier 3,supermarket type3,3004.0896
fds22,16.85,regular,0.023154399,snack foods,43.9428,out046,1997,small,tier 1,supermarket type1,351.5424
fdg57,14.7,low fat,0.072284689,fruits and vegetables,49.8034,out035,2004,small,tier 2,supermarket type1,631.8442
fdq25,8.63,regular,0.028391879,canned,173.9422,out018,2009,medium,tier 3,supermarket type2,4138.6128
ncs06,7.935,low fat,0.031866022,household,261.291,out018,2009,medium,tier 3,supermarket type2,2892.901
fdc29,12.857645184135976,regular,0.024088444,frozen foods,112.7176,out027,1985,medium,tier 3,supermarket type3,1832.2816
ncz41,19.85,low fat,0.06440905599999999,health and hygiene,126.7704,out035,2004,small,tier 2,supermarket type1,1752.3856
fdw23,5.765,low fat,0.082012293,baking goods,37.5164,out046,1997,small,tier 1,supermarket type1,656.4788
fdb03,17.75,regular,0.157075658,dairy,240.5538,out049,1999,medium,tier 1,supermarket type1,3845.6608
fdn25,12.857645184135976,regular,0.107110465,breakfast,55.5588,out019,1985,small,tier 1,grocery store,229.0352
ncn05,8.235,low fat,0.014459672,health and hygiene,181.895,out046,1997,small,tier 1,supermarket type1,732.38
fdv43,12.857645184135976,low fat,0.076483451,fruits and vegetables,43.4086,out027,1985,medium,tier 3,supermarket type3,847.5634
fdg44,6.13,low fat,0.10234983,fruits and vegetables,55.0298,out049,1999,medium,tier 1,supermarket type1,539.298
fds12,9.1,low fat,0.174827835,baking goods,127.2362,out018,2009,medium,tier 3,supermarket type2,1635.8706
fdi52,18.7,low fat,0.10459102699999999,frozen foods,121.4072,out013,1987,high,tier 3,supermarket type1,2450.144
fdu12,15.5,regular,0.07586884299999999,baking goods,261.7568,out049,1999,medium,tier 1,supermarket type1,1845.5976
fdg58,10.695,regular,0.086764795,snack foods,156.7972,out035,2004,small,tier 2,supermarket type1,3427.5384
fda16,6.695,low fat,0.03408026,frozen foods,220.8456,out018,2009,medium,tier 3,supermarket type2,5084.0488
ncd18,16.0,low fat,0.072655379,household,229.8668,out035,2004,small,tier 2,supermarket type1,4837.7028
fdi21,5.59,regular,0.056555715,snack foods,62.6168,out013,1987,high,tier 3,supermarket type1,639.168
fdw31,11.35,reg,0.043402224,fruits and vegetables,197.0742,out017,2007,medium,tier 2,supermarket type1,2587.9646
fdb35,12.3,regular,0.064882207,starchy foods,93.8804,out018,2009,medium,tier 3,supermarket type2,1470.0864
fdk58,12.857645184135976,regular,0.044764726,snack foods,102.4016,out027,1985,medium,tier 3,supermarket type3,2428.8384
fdu14,17.75,low fat,0.034752647000000005,dairy,248.775,out046,1997,small,tier 1,supermarket type1,3745.125
ncp43,17.75,low fat,0.030631323,others,178.56599999999997,out018,2009,medium,tier 3,supermarket type2,2516.724
fdm20,12.857645184135976,lf,0.0,fruits and vegetables,245.0144,out027,1985,medium,tier 3,supermarket type3,3185.1872
fdt36,12.857645184135976,low fat,0.110735739,baking goods,35.2874,out027,1985,medium,tier 3,supermarket type3,988.0472
fdw19,12.35,regular,0.038657256,fruits and vegetables,110.257,out018,2009,medium,tier 3,supermarket type2,1757.7120000000002
fdb29,16.7,regular,0.052493162,frozen foods,113.9176,out049,1999,medium,tier 1,supermarket type1,2519.3872
fdn39,19.35,regular,0.06589099799999999,meat,167.0816,out017,2007,medium,tier 2,supermarket type1,1510.0344
fdi02,15.7,regular,0.114565093,canned,112.0202,out046,1997,small,tier 1,supermarket type1,337.5606
fda46,12.857645184135976,low fat,0.117065801,snack foods,196.1136,out027,1985,medium,tier 3,supermarket type3,6026.8216
fdv36,18.7,low fat,0.026450779,baking goods,124.902,out017,2007,medium,tier 2,supermarket type1,2909.546
fde35,7.06,reg,0.043863865,starchy foods,59.5904,out013,1987,high,tier 3,supermarket type1,761.6752
fdt46,11.35,low fat,0.0,snack foods,52.4008,out035,2004,small,tier 2,supermarket type1,809.6128
fds21,12.857645184135976,regular,0.036551446,snack foods,62.7194,out019,1985,small,tier 1,grocery store,123.8388
drd12,6.96,low fat,0.077630199,soft drinks,90.9146,out017,2007,medium,tier 2,supermarket type1,1459.4336
fdr14,12.857645184135976,low fat,0.30473738699999997,dairy,54.7298,out019,1985,small,tier 1,grocery store,107.8596
fdg22,12.857645184135976,regular,0.041180766,snack foods,37.919000000000004,out027,1985,medium,tier 3,supermarket type3,768.9989999999999
fdx58,13.15,low fat,0.043831721,snack foods,184.195,out049,1999,medium,tier 1,supermarket type1,2746.425
fdb40,12.857645184135976,regular,0.0075033719999999995,dairy,146.7102,out027,1985,medium,tier 3,supermarket type3,4374.306
fdj36,14.5,regular,0.214681063,baking goods,102.7332,out010,1998,medium,tier 3,grocery store,205.0664
ncl53,7.5,lf,0.060649825,health and hygiene,177.4028,out010,1998,medium,tier 3,grocery store,354.2056
ncx05,15.2,low fat,0.09725893699999999,health and hygiene,114.8492,out045,2002,medium,tier 2,supermarket type1,1506.0396
fdo21,11.6,regular,0.009763021,snack foods,226.2404,out046,1997,small,tier 1,supermarket type1,1800.3232
ncf07,9.0,low fat,0.032152981000000004,household,102.0016,out018,2009,medium,tier 3,supermarket type2,1518.024
fdu20,19.35,regular,0.021439694,fruits and vegetables,119.7098,out013,1987,high,tier 3,supermarket type1,1325.6078
fdk09,15.2,low fat,0.153592956,snack foods,228.0352,out010,1998,medium,tier 3,grocery store,458.0704
fdy57,20.2,regular,0.12123130800000001,snack foods,97.5752,out035,2004,small,tier 2,supermarket type1,1534.0032
fdd51,12.857645184135976,low fat,0.119371835,dairy,45.2744,out027,1985,medium,tier 3,supermarket type3,905.488
fda49,12.857645184135976,low fat,0.064607378,canned,87.4198,out027,1985,medium,tier 3,supermarket type3,2267.7148
fdg33,5.365,regular,0.14024028,seafood,171.0764,out046,1997,small,tier 1,supermarket type1,3263.7516
fdg35,21.2,regular,0.0,starchy foods,173.6738,out049,1999,medium,tier 1,supermarket type1,2954.1546
fdc52,11.15,regular,0.008296692,dairy,150.6708,out045,2002,medium,tier 2,supermarket type1,2106.5912
fds34,19.35,regular,0.077193256,snack foods,112.7518,out017,2007,medium,tier 2,supermarket type1,683.1108
ncy05,13.5,low fat,0.055075504000000004,health and hygiene,33.3874,out049,1999,medium,tier 1,supermarket type1,282.2992
fdo46,9.6,regular,0.014209811000000001,snack foods,188.1872,out035,2004,small,tier 2,supermarket type1,1701.7848
fdy20,12.5,regular,0.08187986400000001,fruits and vegetables,91.7488,out049,1999,medium,tier 1,supermarket type1,1358.2320000000002
fda13,15.85,low fat,0.078540095,canned,36.3506,out035,2004,small,tier 2,supermarket type1,607.2096
fds04,10.195,regular,0.146540889,frozen foods,141.7838,out013,1987,high,tier 3,supermarket type1,1685.8056
fdu51,20.2,regular,0.097059596,meat,178.6028,out017,2007,medium,tier 2,supermarket type1,2302.3364
fdk50,7.96,low fat,0.028478742,canned,161.8894,out018,2009,medium,tier 3,supermarket type2,2750.4198
fdo60,20.0,low fat,0.034340926,baking goods,45.4086,out013,1987,high,tier 3,supermarket type1,981.3892
fdm13,6.425,low fat,0.063532672,breakfast,133.0626,out017,2007,medium,tier 2,supermarket type1,1442.7886
fdu12,12.857645184135976,regular,0.075384242,baking goods,262.7568,out027,1985,medium,tier 3,supermarket type3,7646.0472
ncg54,12.1,low fat,0.080131363,household,170.9106,out018,2009,medium,tier 3,supermarket type2,1539.9954
fdh40,11.6,regular,0.132111921,frozen foods,82.2276,out010,1998,medium,tier 3,grocery store,243.6828
nci06,12.857645184135976,low fat,0.083547515,household,179.166,out019,1985,small,tier 1,grocery store,359.532
fda58,9.395,low fat,0.103731617,snack foods,236.9932,out035,2004,small,tier 2,supermarket type1,4242.4776
fdj02,17.2,regular,0.025309134,canned,147.0418,out017,2007,medium,tier 2,supermarket type1,2354.2688
fdp21,7.42,regular,0.0258457,snack foods,188.9872,out018,2009,medium,tier 3,supermarket type2,2458.1336
fdn57,18.25,low fat,0.054223942000000004,snack foods,142.0154,out035,2004,small,tier 2,supermarket type1,2127.231
fdv26,12.857645184135976,regular,0.07579164099999999,dairy,193.3794,out027,1985,medium,tier 3,supermarket type3,8388.4142
fdz21,17.6,regular,0.03928284,snack foods,94.641,out049,1999,medium,tier 1,supermarket type1,2799.6890000000003
fdg21,12.857645184135976,regular,0.14559143800000002,seafood,148.705,out027,1985,medium,tier 3,supermarket type3,1797.66
fdf26,6.825,regular,0.046824729,canned,155.1998,out018,2009,medium,tier 3,supermarket type2,2460.7968
fdc39,7.405,low fat,0.159062948,dairy,208.9296,out013,1987,high,tier 3,supermarket type1,2700.4848
fdq24,15.7,low fat,0.07396678599999999,baking goods,250.5724,out018,2009,medium,tier 3,supermarket type2,4026.7584
fdc41,15.6,low fat,0.117574554,frozen foods,75.667,out017,2007,medium,tier 2,supermarket type1,1301.639
nco14,9.6,low fat,0.049617765,household,44.2086,out010,1998,medium,tier 3,grocery store,44.6086
fde05,12.857645184135976,regular,0.032296886000000004,frozen foods,144.0102,out027,1985,medium,tier 3,supermarket type3,5394.9774
fdw52,12.857645184135976,regular,0.037340835,frozen foods,163.1526,out027,1985,medium,tier 3,supermarket type3,3946.8624
fdl36,12.857645184135976,low fat,0.075707087,baking goods,88.18299999999999,out027,1985,medium,tier 3,supermarket type3,1438.128
fds04,10.195,regular,0.146635206,frozen foods,139.0838,out035,2004,small,tier 2,supermarket type1,3652.5788
ncc18,19.1,lf,0.17754562399999999,household,172.4422,out049,1999,medium,tier 1,supermarket type1,3621.2862
fdn01,8.895,lf,0.072693696,breakfast,175.937,out018,2009,medium,tier 3,supermarket type2,529.311
